AQW00061705        6090C
USC00450945         175S
USC00451160         174S
USC00451233          62S
USC00451276         220S
USC00451350         684S
USC00451395         234S
USC00451400         771S
USC00451484          81S
USC00451496          23S
USC00451504         237R
USC00451586         284R
USC00451630         448R
USC00451666         370R
USC00451679         127S
USC00451690         599R
USC00451760         368S
USC00451767         635S
USC00451783          35S
USC00451939         106S
USC00451992         268R
USC00452007         252S
USC00452030         556R
USC00452157         220S
USC00452384         100Q
USC00452505         376S
USC00452531         169S
USC00452542         485R
USC00452548          81S
USC00452563         460R
USC00452675         111S
USC00452914          58S
USC00453177         106R
USC00453184         100R
USC00453222         304R
USC00453226         279R
USC00453284         111R
USC00453320          11S
USC00453333          90S
USC00453515         225S
USC00453529         580R
USC00453546         699S
USC00453730          61S
USC00453826          29R
USC00453883         775S
USC00454154         952S
USC00454169         223S
USC00454338         485S
USC00454486         105S
USC00454572         444S
USC00454679         519S
USC00454748           7S
USC00454764          72R
USC00454769         204S
USC00455133         298S
USC00455224         117S
USC00455231         797R
USC00455326         556R
USC00455525         127S
USC00455659         224R
USC00455678          52R
USC00455688         443R
USC00455704         122S
USC00455840         216S
USC00455844         195R
USC00455946         542S
USC00456011         128R
USC00456039         498R
USC00456096          19S
USC00456215         408R
USC00456262         211S
USC00456295         121S
USC00456534         169C
USC00456610         378R
USC00456624          28R
USC00456678          59R
USC00456747        1201R
USC00456768         822R
USC00456789         291S
USC00456803         180R
USC00456846         129R
USC00456880         632S
USC00456898          34R
USC00456914          38C
USC00456974         147S
USC00457015         733S
USC00457059         452C
USC00457180         297R
USC00457185         265S
USC00457267         348S
USC00457319          87R
USC00457342         207R
USC00457507          82S
USC00457522         482R
USC00457544          18S
USC00457584         138R
USC00457657          72Q
USC00457696         117R
USC00457727         830R
USC00457773         142S
USC00457941         249R
USC00458034         137S
USC00458059         455S
USC00458207         767S
USC00458278         188R
USC00458520         466R
USC00458715          89S
USC00458773         229S
USC00458959         786S
USC00459012         389R
USC00459058         299R
USC00459074         841S
USC00459079         645R
USC00459200         526S
USC00459238         323S
USC00459376         308S
USC00459455         533Q
USC00459463         712R
USC00460102         702Q
USC00460202         816R
USC00460355         442R
USC00460509         224R
USC00460527         247S
USC00460580         313S
USC00460633         535R
USC00460925         477R
USC00460939         924R
USC00461215         463S
USC00461220         645S
USC00461290         526Q
USC00461324         783R
USC00461330         779R
USC00461393         218R
USC00461397         149R
USC00461579         924R
USC00461677         807S
USC00461723         999R
USC00461900         320Q
USC00462054         782R
USC00462211         192Q
USC00462462         783Q
USC00462522         894R
USC00462697         924Q
USC00462709         782R
USC00462920         895S
USC00463072         503R
USC00463215         626R
USC00463251         221Q
USC00463361         927S
USC00463464         173R
USC00463544         945S
USC00463648         865Q
USC00463798         486R
USC00463846        1058R
USC00463940         779Q
USC00464200        1025S
USC00464397        1240R
USC00464763         817R
USC00464840         873R
USC00464956         501R
USC00464971         174Q
USC00465224         498R
USC00465353        1320R
USC00465365        1175S
USC00465453         598Q
USC00465563        1187S
USC00465626         591S
USC00465672         326R
USC00465706         892Q
USC00465739         603R
USC00465875         242R
USC00465963         710S
USC00466163         857S
USC00466212         753S
USC00466248         909R
USC00466284         559Q
USC00466325         763R
USC00466442         725R
USC00466591         595S
USC00466600         745R
USC00466867         538S
USC00466912         997Q
USC00466952         841R
USC00466982         733Q
USC00466989         369R
USC00467018         824R
USC00467029         858S
USC00467372         724Q
USC00467513         364R
USC00467552        1093S
USC00467649         538R
USC00467730         878S
USC00467785         613S
USC00467918         718R
USC00468051         323R
USC00468308          54S
USC00468351         706R
USC00468384         786S
USC00468522         793Q
USC00468589         565Q
USC00468614         500R
USC00468662         850R
USC00468777         372S
USC00468986         558R
USC00469011         664R
USC00469049         697Q
USC00469281         743S
USC00469333         696R
USC00469336         678R
USC00469436         820R
USC00469458         800R
USC00469482         929R
USC00469522         537S
USC00469610        1321R
USC00469683        1086S
USC00470045         674R
USC00470124         747S
USC00470175         500R
USC00470239         260R
USC00470265         616S
USC00470273         597S
USC00470287         591Q
USC00470308         426R
USC00470347         288Q
USC00470349         289R
USC00470382         467Q
USC00470516         541R
USC00470603         258R
USC00470645         545S
USC00470696         708S
USC00470742         487Q
USC00470773         371R
USC00470882         446S
USC00470904         509S
USC00470991         281R
USC00471044         378R
USC00471062         568Q
USC00471064         427R
USC00471078         635S
USC00471131         256R
USC00471205         529R
USC00471249         189R
USC00471280         586R
USC00471416         681S
USC00471568         528S
USC00471605         291Q
USC00471667         605Q
USC00471676         422S
USC00471840         496Q
USC00471847         349S
USC00471897         300R
USC00471923         441S
USC00471970         619R
USC00471978         381S
USC00472001         592R
USC00472055         358Q
USC00472165         648R
USC00472173         499R
USC00472240         318R
USC00472279         563Q
USC00472314         331R
USC00472556         527R
USC00472626         321Q
USC00472826         211R
USC00472839         509S
USC00472851         289Q
USC00472869         655S
USC00472889         264R
USC00472973         496Q
USC00473022         511R
USC00473038         804S
USC00473058         476S
USC00473116         387Q
USC00473174         193R
USC00473186         331S
USC00473268         452Q
USC00473271         454Q
USC00473332         185S
USC00473391         511Q
USC00473405         510R
USC00473453         470S
USC00473471         364R
USC00473511         408R
USC00473654         540S
USC00473661         495Q
USC00473698         371R
USC00473702         281Q
USC00473756         537R
USC00473800         301R
USC00473820         507Q
USC00474080         297S
USC00474108         694Q
USC00474174         582S
USC00474195         304R
USC00474373         508Q
USC00474391         241Q
USC00474457         821R
USC00474482         670R
USC00474523         267R
USC00474530         171Q
USC00474546         537S
USC00474582         155S
USC00474790         527Q
USC00474829         208R
USC00474894         478S
USC00474937         820S
USC00474953         259S
USC00475017         399R
USC00475091         457R
USC00475096         396Q
USC00475120         455S
USC00475164         402S
USC00475178         508R
USC00475189         619Q
USC00475255         345S
USC00475286         273S
USC00475335         435C
USC00475364         328S
USC00475474         776S
USC00475516         185R
USC00475525         312R
USC00475563         526S
USC00475573         757Q
USC00475581         516R
USC00475786         493S
USC00475808         345S
USC00475863         203R
USC00475932         435S
USC00476122         167R
USC00476200         607S
USC00476208         362S
USC00476330         640R
USC00476357         305S
USC00476380         586Q
USC00476398         266R
USC00476413         273R
USC00476510         216Q
USC00476646         626S
USC00476678         517S
USC00476718         627S
USC00476764         435S
USC00476772         218R
USC00476827         726S
USC00476838         635R
USC00476859         260S
USC00476922         556S
USC00476939         203R
USC00477052         637R
USC00477092         242S
USC00477113         332S
USC00477132         435S
USC00477142         232Q
USC00477158         524S
USC00477174         354S
USC00477209         451Q
USC00477226         484C
USC00477319         515R
USC00477349         314S
USC00477464         649S
USC00477480         203S
USC00477576         501Q
USC00477708         448C
USC00477725         595R
USC00477892         444S
USC00477964         558Q
USC00477997         605R
USC00478027         410S
USC00478110         440S
USC00478171         446S
USC00478190         259Q
USC00478229         643R
USC00478267         361S
USC00478316         569R
USC00478349         260S
USC00478376         323R
USC00478540         512Q
USC00478589         681S
USC00478672         262S
USC00478723         568R
USC00478827         403S
USC00478905         244S
USC00478910         591Q
USC00478919         574S
USC00478937         550R
USC00478951         459S
USC00479046         823R
USC00479050         463R
USC00479144         295R
USC00479190         598S
USC00479236         247R
USC00479304         273R
USC00479319         468S
USC00479335         591S
USC00480027          94R
USC00480080         480S
USC00480140          76R
USC00480270         364R
USC00480484         177R
USC00480540         644R
USC00480552         314S
USC00480603          22S
USC00480680         419Q
USC00480740         442S
USC00480761         163R
USC00480778         722S
USC00480865           6R
USC00480915          62R
USC00480951          31R
USC00481000         730R
USC00481131         302Q
USC00481165         438S
USC00481175         238R
USC00481220           4R
USC00481284         108R
USC00481547         426R
USC00481569         565Q
USC00481610          23R
USC00481676         310Q
USC00481730         380R
USC00481736         261R
USC00481775         364R
USC00481816         360S
USC00481840         417S
USC00481850         430R
USC00481855         200R
USC00481905         661S
USC00482054          12R
USC00482135          17Q
USC00482242           5R
USC00482375       -7777S
USC00482399         333Q
USC00482410         519R
USC00482415         487R
USC00482466         422S
USC00482580         499S
USC00482595         267R
USC00482680         108R
USC00482685         418R
USC00482715          35R
USC00482725         637S
USC00482881         550R
USC00482995         106R
USC00483031         405S
USC00483045          64R
USC00483100          78R
USC00483396         141R
USC00483582          75R
USC00483855         522S
USC00483936         470Q
USC00483950         556R
USC00484065         370R
USC00484080         558R
USC00484411         342R
USC00484442         185R
USC00484760         456R
USC00484910          44S
USC00484925         214R
USC00485055         500S
USC00485088         375R
USC00485105          24R
USC00485252          71R
USC00485260         585R
USC00485345           5R
USC00485374         698Q
USC00485392         213Q
USC00485435          70R
USC00485506         682S
USC00485612         483Q
USC00485770         448S
USC00485830         330R
USC00485833         712Q
USC00486120         107R
USC00486195         492R
USC00486428          43R
USC00486440          15S
USC00486555          93R
USC00486595         411R
USC00486660         715S
USC00486845           8S
USC00486852         444R
USC00487031           8Q
USC00487105         440Q
USC00487115         377R
USC00487200         366S
USC00487240         396R
USC00487260          14S
USC00487376         383R
USC00487388         389S
USC00487528         208Q
USC00487548         375R
USC00487555         657S
USC00487760         461R
USC00487810         395R
USC00487836         107Q
USC00487847         321Q
USC00487885         523Q
USC00487955          48R
USC00487990         164R
USC00488070         323R
USC00488124         505R
USC00488160         472S
USC00488192          22S
USC00488209         645Q
USC00488315           8R
USC00488385          28R
USC00488626         204Q
USC00488705         461R
USC00488758          31S
USC00488808         220R
USC00488852         631S
USC00488858         303S
USC00488875         802R
USC00488884         328Q
USC00488888         262R
USC00488995         596R
USC00488997         449R
USC00489025          20S
USC00489205         577S
USC00489208         244Q
USC00489459         192R
USC00489467         212R
USC00489580         513R
USC00489604         644R
USC00489615         598S
USC00489770         631R
USC00489805         417R
USC00489902           9Q
USC00489905         108R
USC00489925         673S
USC00500243           2S
USC00500247           1Q
USC00500275           3R
USC00500281           2Q
USC00500284           0Q
USC00500302           3R
USC00500363       -7777R
USC00500464           8S
USC00500490          41Q
USC00500657          19R
USC00500707           5R
USC00500788          15S
USC00501175           2Q
USC00501180           2Q
USC00501220           2Q
USC00501240           1S
USC00501243           1R
USC00501244           3Q
USC00501466          39R
USC00501492           5R
USC00501497           1Q
USC00501684           6R
USC00501926           4R
USC00501987          21Q
USC00502019          14R
USC00502107          53S
USC00502112          50S
USC00502126       -7777P
USC00502144           4R
USC00502149           3S
USC00502173       -7777R
USC00502227           3R
USC00502339          18R
USC00502350          18R
USC00502352          12R
USC00502457           1R
USC00502568          21R
USC00502587           1S
USC00502642           2Q
USC00502645          15Q
USC00502656           4R
USC00502707          51S
USC00502711           3Q
USC00502737          11Q
USC00502785       -7777R
USC00502868          29Q
USC00502870          22Q
USC00502871          20R
USC00502965          24R
USC00502970          59R
USC00503009           8R
USC00503160          39Q
USC00503163           4R
USC00503181          15Q
USC00503196       -7777Q
USC00503198           2R
USC00503212          27R
USC00503275          21R
USC00503294       -7777R
USC00503299           1S
USC00503304           7R
USC00503502           8R
USC00503504          13R
USC00503573          10R
USC00503585          24R
USC00503672           1S
USC00503682       -7777R
USC00503695           6R
USC00503720           2R
USC00503933           1R
USC00504094          10R
USC00504425           0R
USC00504550           1R
USC00504567           2Q
USC00504621          44R
USC00504812           1S
USC00504971          37Q
USC00504991           0Q
USC00505051           8R
USC00505136           1S
USC00505397           7R
USC00505464           1R
USC00505516          47Q
USC00505519           1S
USC00505604           1S
USC00505644          37Q
USC00505733           4S
USC00505757       -7777R
USC00505778           4R
USC00505880          16R
USC00505883           3R
USC00505894           3R
USC00506147           2S
USC00506581          37S
USC00506777           3R
USC00506853       -7777R
USC00506870          16R
USC00507097           1R
USC00507141           2R
USC00507352           1R
USC00507444           5R
USC00507502           0Q
USC00507513          13R
USC00507557           2R
USC00507570           6S
USC00507738           1R
USC00507780       -7777R
USC00507783           1R
USC00508140          10R
USC00508183           0R
USC00508375       -7777R
USC00508377           1R
USC00508409           0Q
USC00508470           3R
USC00508547           3R
USC00508594       -7777R
USC00508615           0Q
USC00508625           2R
USC00508884           6Q
USC00508915           2S
USC00508945           0R
USC00509313          23S
USC00509385           2R
USC00509460           1R
USC00509489          53R
USC00509641          52S
USC00509685       -7777Q
USC00509747           4Q
USC00509759           2R
USC00509790          11S
USC00509829           7R
USC00509861          16R
USC00509869           8R
USC00509891           7Q
USC00509919           4S
USC00510305        3838R
USC00510746        1028Q
USC00511004           2C
USC00511125        3373R
USC00511303          72S
USC00511339        2626Q
USC00511918        3954S
USC00512558        2162P
USC00512679        1726R
USC00512751        1773Q
USC00513099          29R
USC00513113        3592R
USC00513117        4348R
USC00513146        3249Q
USC00513317        3825R
USC00513911        4533R
USC00514459        2224R
USC00514500        3535R
USC00514561        3233Q
USC00515000         277S
USC00515004         182S
USC00515011           3R
USC00515177        4276R
USC00515275        2372R
USC00515710        3784Q
USC00515758        3814R
USC00515842        3715S
USC00515864        3892Q
USC00516128        2825S
USC00516198           0R
USC00516588        2739R
USC00517000        3641R
USC00517131        3031R
USC00517150        2576Q
USC00517166        1423S
USC00517312        2010Q
USC00518055        3384Q
USC00518155        2449Q
USC00518165        3187R
USC00518407        3610R
USC00518422        3266S
USC00518500        2301R
USC00518549        3331Q
USC00518600        3439S
USC00518652         977R
USC00518830        4200R
USC00518838        2489R
USC00519281        3367Q
USC00519397        4429S
USC00519523        3912S
USC00519603        3468R
USC00519629        3714R
USW00003013        1121R
USW00003016         541R
USW00003017         769R
USW00003024        1840R
USW00003026         790R
USW00003027         364R
USW00003028        1028R
USW00003029         283Q
USW00003030        1482R
USW00003031        2456R
USW00003032        2724R
USW00003047        2371Q
USW00003048        1401Q
USW00003054        1227Q
USW00003055        1336Q
USW00003060          80Q
USW00003061         302Q
USW00003062       -7777Q
USW00003063         911Q
USW00003067        1115Q
USW00003072        2085Q
USW00003074        1468Q
USW00003102        1709R
USW00003103         117R
USW00003104        3687S
USW00003122         594R
USW00003124        1779Q
USW00003125        4417S
USW00003131         845R
USW00003144        3977R
USW00003145        4650R
USW00003154         689R
USW00003159        1882R
USW00003160        2196R
USW00003162        1852R
USW00003164         842S
USW00003166        1252R
USW00003167         805R
USW00003170         288R
USW00003171        1757R
USW00003177         486R
USW00003178         625R
USW00003179        1336R
USW00003184        3889R
USW00003192        3954Q
USW00003195          89R
USW00003196        1841R
USW00003728        2031Q
USW00003733         138Q
USW00003739        1313Q
USW00003749         795Q
USW00003757        1349Q
USW00003758        1279Q
USW00003759        1083Q
USW00003761         734Q
USW00003802         744R
USW00003804         956R
USW00003809        1774R
USW00003810        1363S
USW00003811        1699S
USW00003812         863S
USW00003813        2166S
USW00003816        1541S
USW00003818        2562R
USW00003820        2088C
USW00003822        2458C
USW00003841        1442S
USW00003847         990S
USW00003849        1191S
USW00003853        3003R
USW00003855        2501S
USW00003856        1951C
USW00003859         854S
USW00003860        1135S
USW00003866        2150S
USW00003868         994R
USW00003870        1717S
USW00003872         558S
USW00003878        2071Q
USW00003881        1722S
USW00003882        2806R
USW00003887        1049R
USW00003888        1744R
USW00003889        1156S
USW00003893         927R
USW00003894        1431Q
USW00003901        2423R
USW00003902        2855Q
USW00003904        3089S
USW00003919        1648S
USW00003927        2755S
USW00003928        1686C
USW00003931        2565Q
USW00003932        1974R
USW00003933        2744Q
USW00003935        1453S
USW00003936        1363R
USW00003937        2808S
USW00003940        2258C
USW00003945        1248S
USW00003947        1360C
USW00003949        2391Q
USW00003950        2318R
USW00003951        2472S
USW00003952        2170S
USW00003953        1827R
USW00003954        1969R
USW00003957        1770R
USW00003959        1759S
USW00003960        1322R
USW00003962        2140R
USW00003963        1357R
USW00003965        1909R
USW00003966        1361R
USW00003967        1348R
USW00003969        2241S
USW00003971        2571R
USW00003974        1579R
USW00003975        1561R
USW00003981        2399R
USW00003991        2423R
USW00003994        1491R
USW00003996        2232R
USW00003997        1370R
USW00003998        1615R
USW00003999        2590R
USW00004109         553R
USW00004110         511R
USW00004111         161R
USW00004112           4R
USW00004113         661R
USW00004114         249R
USW00004125         625Q
USW00004126         363Q
USW00004127         426Q
USW00004128         250Q
USW00004130          27Q
USW00004131          19Q
USW00004134        1226Q
USW00004136         104Q
USW00004137          26Q
USW00004138         530Q
USW00004139          68Q
USW00004140          35Q
USW00004141           0Q
USW00004201         251R
USW00004222        1404Q
USW00004223         116Q
USW00004236         172Q
USW00004237          52Q
USW00004724         535Q
USW00004725         382S
USW00004726         388R
USW00004751         193R
USW00004780         628R
USW00004781         787S
USW00004787         364R
USW00004789         599R
USW00004803         262R
USW00004804         861R
USW00004808         655R
USW00004826         463R
USW00004836         135R
USW00004838         789R
USW00004839         693R
USW00004840         592R
USW00004841         393R
USW00004842         605R
USW00004843         490R
USW00004845         546R
USW00004846         713R
USW00004847         656R
USW00004848         830R
USW00004849         691R
USW00004850         827R
USW00004851         701R
USW00004852         697R
USW00004853         949R
USW00004854         241R
USW00004855         700R
USW00004857         500R
USW00004858         679R
USW00004990         579Q
USW00004994         210Q
USW00012812        3624R
USW00012815        3424S
USW00012816        2639S
USW00012818        2811R
USW00012819        3334R
USW00012832        2622S
USW00012833        2620R
USW00012834        2963C
USW00012835        3984R
USW00012836        4750R
USW00012838        3273S
USW00012839        4575S
USW00012841        3565R
USW00012842        3611S
USW00012843        3404R
USW00012844        4021S
USW00012849        4730R
USW00012850        4838S
USW00012854        3425R
USW00012859        4426R
USW00012871        3373R
USW00012873        3662R
USW00012876        3553R
USW00012882        4328R
USW00012883        3713R
USW00012884        2941R
USW00012885        4212R
USW00012888        3811R
USW00012894        3754R
USW00012895        3374R
USW00012896        4992R
USW00012897        3937Q
USW00012904        3993R
USW00012912        3150S
USW00012916        3004S
USW00012917        2878R
USW00012918        3144S
USW00012919        4027S
USW00012921        3132S
USW00012923        3310R
USW00012924        3523S
USW00012925        3865R
USW00012926        3615S
USW00012928        3659S
USW00012930        3218R
USW00012932        3701R
USW00012935        3166S
USW00012944        2961R
USW00012947        3686R
USW00012957        4020R
USW00012958        2678S
USW00012959        4451R
USW00012960        3157S
USW00012962        2929S
USW00012968        2790Q
USW00012970        3187R
USW00012971        2965R
USW00012972        3663R
USW00012975        2939R
USW00012976        2842R
USW00012977        2938Q
USW00012987        3917Q
USW00013301        1012Q
USW00013701        1159R
USW00013702        1549R
USW00013713        1896R
USW00013714        2010R
USW00013721        1366R
USW00013722        1731S
USW00013723        1485C
USW00013724        1020S
USW00013728        1440R
USW00013729         476S
USW00013733        1032S
USW00013734         896S
USW00013735         989C
USW00013736         813S
USW00013737        1630S
USW00013739        1301C
USW00013740        1549C
USW00013741        1210S
USW00013743        1550S
USW00013744        2062C
USW00013745        2006R
USW00013748        2044C
USW00013750        1803R
USW00013752        1308Q
USW00013754        1918S
USW00013762        1547Q
USW00013764        1197R
USW00013766        1823R
USW00013769        1546S
USW00013773        1393R
USW00013776        1910R
USW00013777        2145R
USW00013779        1396R
USW00013781        1145C
USW00013782        2375S
USW00013786        1589R
USW00013802        1570S
USW00013809        1387R
USW00013810        1444R
USW00013833        2404R
USW00013837        2261R
USW00013838        2537R
USW00013839        2401Q
USW00013841         824R
USW00013861        2539R
USW00013865        2034S
USW00013866        1097S
USW00013867        1158S
USW00013869        2542R
USW00013870        2475R
USW00013871        1867C
USW00013872         987C
USW00013873        1886S
USW00013874        1882R
USW00013876        2058S
USW00013877         982C
USW00013878        2628S
USW00013880        2304S
USW00013881        1519S
USW00013882        1744S
USW00013883        2169C
USW00013884        2229R
USW00013886        1643R
USW00013889        2664S
USW00013891        1526S
USW00013893        2258C
USW00013894        2516C
USW00013895        2274S
USW00013896        1874S
USW00013897        1647C
USW00013899        2609S
USW00013904        2751R
USW00013911        2858R
USW00013920        1345R
USW00013927        2336R
USW00013932        1706R
USW00013935        2401R
USW00013939        2187Q
USW00013942        2516S
USW00013957        2481C
USW00013958        3140S
USW00013959        2796S
USW00013960        2945S
USW00013961        2641R
USW00013962        2410S
USW00013963        2206S
USW00013964        2053C
USW00013966        2388S
USW00013967        2098S
USW00013968        2037C
USW00013969        1851R
USW00013970        2825S
USW00013971        1417R
USW00013972        2418R
USW00013973        2404R
USW00013975        1632S
USW00013976        2977S
USW00013977        2208R
USW00013978        2165S
USW00013980        1712S
USW00013981        1533S
USW00013984        1350C
USW00013985        1462S
USW00013986        1556R
USW00013987        1698C
USW00013988        1673S
USW00013989        1403R
USW00013991        1238R
USW00013993        1221R
USW00013994        1646S
USW00013995        1389S
USW00013996        1422S
USW00013997        1244R
USW00014605         388S
USW00014606         318R
USW00014607         180C
USW00014609         192S
USW00014610         268R
USW00014611         340R
USW00014702         665R
USW00014707         487R
USW00014710         641R
USW00014711        1001R
USW00014712         895R
USW00014717         455R
USW00014719         512R
USW00014732        1213C
USW00014733         544S
USW00014734        1190S
USW00014735         597S
USW00014736         530S
USW00014737         757S
USW00014739         747C
USW00014740         756C
USW00014742         492S
USW00014743         393S
USW00014745         452C
USW00014747         547R
USW00014748         382R
USW00014750         353C
USW00014751         971R
USW00014752         804R
USW00014753         602S
USW00014754         281R
USW00014755           0S
USW00014756         296R
USW00014757         671S
USW00014758         767Q
USW00014761         303R
USW00014762         744R
USW00014763         291R
USW00014764         360C
USW00014765         744C
USW00014768         539S
USW00014770         780R
USW00014771         570C
USW00014775         547R
USW00014777         579S
USW00014778         702S
USW00014787         545R
USW00014790         807R
USW00014792         965R
USW00014793        1071R
USW00014794         494R
USW00014804         557S
USW00014806        1096S
USW00014813         670R
USW00014814         331S
USW00014815         578S
USW00014817         327S
USW00014819        1045C
USW00014820         817S
USW00014821        1034S
USW00014822         824S
USW00014824         179R
USW00014825         816C
USW00014826         532S
USW00014827         809C
USW00014828         428S
USW00014829         662R
USW00014833         593S
USW00014835         983S
USW00014836         623C
USW00014837         568C
USW00014838         297S
USW00014839         641S
USW00014840         565C
USW00014841         220C
USW00014842        1040S
USW00014845         558S
USW00014846         886S
USW00014847         197C
USW00014848         773S
USW00014850         412S
USW00014852         543C
USW00014853         626R
USW00014855         895R
USW00014858         195R
USW00014859         231R
USW00014860         638S
USW00014880         564R
USW00014891         632S
USW00014892        1102R
USW00014894         688R
USW00014895         651S
USW00014897         407C
USW00014898         398C
USW00014910         480S
USW00014912         471R
USW00014913         205S
USW00014914         551C
USW00014916         379S
USW00014918         193S
USW00014919         447S
USW00014920         781S
USW00014921         571R
USW00014922         752S
USW00014923        1005S
USW00014924         294S
USW00014925         585C
USW00014926         467C
USW00014927         770R
USW00014929         525S
USW00014931        1209R
USW00014933        1068S
USW00014935        1035C
USW00014936         742C
USW00014937         912R
USW00014938         940R
USW00014939        1174C
USW00014940         616C
USW00014941         915C
USW00014942        1112S
USW00014943         870S
USW00014944         691S
USW00014945        1010R
USW00014946         514S
USW00014950         938S
USW00014971        1159R
USW00014972         684R
USW00014990         750S
USW00014991         580S
USW00014992         669C
USW00014995         442S
USW00021504        3232C
USW00021510        4721R
USW00021514           0Q
USW00021515        2065Q
USW00022010        3377S
USW00022016        2398Q
USW00022501        3913R
USW00022514        4556R
USW00022516        3966S
USW00022519        4008R
USW00022521        4628S
USW00022534        3467S
USW00022536        3946C
USW00022551        4259R
USW00023007        2208C
USW00023009        1790R
USW00023023        2278C
USW00023034        2502S
USW00023040        2530S
USW00023041        2369S
USW00023042        1804S
USW00023044        2331S
USW00023047        1400S
USW00023048        1461R
USW00023049         645R
USW00023050        1322S
USW00023051         909R
USW00023052         318R
USW00023054         237S
USW00023055        1440R
USW00023058        2206S
USW00023061          52S
USW00023062         687S
USW00023063         179R
USW00023064        1300S
USW00023065         941C
USW00023066        1124S
USW00023067        1226S
USW00023070         719S
USW00023072        1756S
USW00023078        1700R
USW00023081         409S
USW00023090         911R
USW00023091        2552R
USW00023110        1558S
USW00023129        1126R
USW00023130        1545R
USW00023136         333R
USW00023152        1245S
USW00023153         783S
USW00023154         218C
USW00023155        2259R
USW00023156        1581R
USW00023157        1104S
USW00023158        4253S
USW00023159          26R
USW00023160        3145S
USW00023161        2979S
USW00023162         720R
USW00023169        3568S
USW00023170        1491R
USW00023174         552C
USW00023176         729R
USW00023177         619R
USW00023179        4533S
USW00023182        1816R
USW00023183        4608S
USW00023184         941S
USW00023185         838S
USW00023187         997S
USW00023188         720S
USW00023190         187R
USW00023191         691R
USW00023194        1208S
USW00023195        4684R
USW00023199        4076Q
USW00023213         373R
USW00023225         498R
USW00023230         138R
USW00023232        1178R
USW00023233         130S
USW00023234         163S
USW00023237        1321S
USW00023239         260R
USW00023244         469R
USW00023254         885R
USW00023257        1408R
USW00023258        1699R
USW00023259          38R
USW00023271        1468S
USW00023272         113R
USW00023273         104S
USW00023275         836R
USW00023277         117R
USW00023285         829R
USW00023293         730R
USW00023801        1916Q
USW00023802        1952Q
USW00023803        1486Q
USW00023904        1386Q
USW00023906        2918Q
USW00023907        2511Q
USW00023908        1306Q
USW00023909         947Q
USW00024011         520S
USW00024012         418S
USW00024013         445S
USW00024015         756S
USW00024017         712R
USW00024018         349S
USW00024020         806S
USW00024021         472S
USW00024022          67S
USW00024023         770S
USW00024024         819R
USW00024025         868S
USW00024027         287S
USW00024028         724R
USW00024029         420C
USW00024030         831R
USW00024032         820S
USW00024033         637C
USW00024036         210S
USW00024037         731S
USW00024044         564R
USW00024046         143R
USW00024048         670R
USW00024057         186S
USW00024061         495R
USW00024062         535S
USW00024088         451R
USW00024089         423S
USW00024090         636S
USW00024091         961R
USW00024110         614R
USW00024112         557Q
USW00024119         833R
USW00024120         208S
USW00024121         383S
USW00024126         959R
USW00024127        1159S
USW00024128         542C
USW00024130         168S
USW00024131         942C
USW00024132         368R
USW00024133         366S
USW00024135          80S
USW00024137         163S
USW00024138         157R
USW00024139         143S
USW00024141         771S
USW00024143         297C
USW00024144         407S
USW00024145         264R
USW00024148         449Q
USW00024149         807S
USW00024150         229S
USW00024151         371R
USW00024152          25R
USW00024153         331S
USW00024154          84R
USW00024155         636C
USW00024156         390S
USW00024157         450C
USW00024159         363S
USW00024160         849R
USW00024162         851R
USW00024163         711R
USW00024164          35R
USW00024172         988R
USW00024193        1167S
USW00024213           2S
USW00024215         287R
USW00024216        1830S
USW00024217          42S
USW00024219         780R
USW00024220         563R
USW00024221         240S
USW00024222          76R
USW00024225         828R
USW00024227         106C
USW00024229         424S
USW00024230         223R
USW00024231         480R
USW00024232         290S
USW00024233         188C
USW00024234         223R
USW00024235         254R
USW00024237          83R
USW00024241         137R
USW00024242         339R
USW00024243         471S
USW00024255           7S
USW00024257        1848R
USW00024259         545R
USW00024281         188R
USW00024283           2R
USW00024284           2S
USW00024285           4R
USW00024286       -7777R
USW00025308          18C
USW00025309           3S
USW00025322           2R
USW00025323           5R
USW00025325           9R
USW00025329           2R
USW00025331           1R
USW00025333           1S
USW00025335           4R
USW00025339       -7777S
USW00025367          10R
USW00025501           2S
USW00025503           1C
USW00025506           2S
USW00025507       -7777S
USW00025516       -7777R
USW00025624           0C
USW00025628           0R
USW00025704           0P
USW00025713           0C
USW00026401           4R
USW00026409          11R
USW00026410           1S
USW00026411          61C
USW00026412          13S
USW00026415          26S
USW00026422          32S
USW00026425           5S
USW00026435          26R
USW00026438           7S
USW00026442           1C
USW00026451           3C
USW00026491          21R
USW00026492           0R
USW00026494          31Q
USW00026502          10R
USW00026508           9R
USW00026510          20S
USW00026512          33Q
USW00026514           8R
USW00026523       -7777S
USW00026528          16S
USW00026529          31S
USW00026533          36C
USW00026615           4C
USW00026616           5C
USW00026617           3C
USW00026618           0R
USW00026642           4R
USW00027406       -7777P
USW00027502           0S
USW00027503       -7777P
USW00027515           1P
USW00045715           0P
USW00053119        1641R
USW00053120         850R
USW00053121         420R
USW00053123        3294R
USW00053131        3072Q
USW00053132        1203Q
USW00053136        2094Q
USW00053138         578Q
USW00053139        5406Q
USW00053144        1914Q
USW00053149         761Q
USW00053150         296Q
USW00053151        1272Q
USW00053152          34Q
USW00053154        3894Q
USW00053155         459Q
USW00053802        1059R
USW00053819        1655R
USW00053820        2168R
